,0,1,2,3,4,5,Date
0,0.02211586504331664,0.014452058586996053,0.019127745855571088,0.01643971631399055,0.05120505860500598,0.3688878992813318,2020-08-10
1,0.019915235206574344,0.021838552023814795,0.022908715726781992,0.021404671376771045,0.08589872349190646,0.4645270108713643,2020-08-11
2,0.022996129019957956,0.01338158273290968,0.014568238640419895,0.013791799357901535,0.07507821805308887,0.32201465716120187,2020-08-12
3,0.01749459461970193,0.015843689099549252,0.015124202012024579,0.015557031884478434,0.08198616817156246,0.41867904315051113,2020-08-13
4,0.01881495332122962,0.013488530383298447,0.017570776812562805,0.014453693389144262,0.053699847551468206,0.3862151174885824,2020-08-14
5,0.01903502466717577,0.025585376326953457,0.021463040695236635,0.0264800557217979,0.1270367173749987,0.5443510073655873,2020-08-17
6,0.03256867671086694,0.027726487933610988,0.03047096906158997,0.02813513163102288,0.10408540483878848,0.386067517072152,2020-08-18
7,0.03421907164375004,0.024621981085362177,0.025021728652576347,0.021625393608816768,0.07939498138674671,0.2795154670594302,2020-08-19
8,0.019915305479304868,0.00974177419476363,0.011565669402022638,0.009378445376564626,0.08417568808951952,0.3036885769603819,2020-08-20
9,0.019805322385432977,0.009634767183668735,0.010453612775795929,0.007502783567741145,0.06647854571735157,0.2800490302404357,2020-08-21
10,0.007812011446689304,0.0,0.008674148983415453,0.006068361724338334,0.049769384514257185,0.4212607603001587,2020-08-24
11,0.009682493201309761,0.0005352322383339603,0.003002563665174929,0.0,0.06488114054460488,0.3132922227801086,2020-08-25
12,0.0,0.000535292336691584,7.335570151312254e-09,0.004634008047159077,0.08179015923357698,0.5093961473575717,2020-08-26
13,0.006711743264766867,0.0016058008996028272,0.007784525905967565,0.005296038410849024,0.050094890643879925,0.4257405188963178,2020-08-27
14,0.010452772622196349,0.0011775773340173545,0.007339678778397252,0.004634008047159077,0.06307329898280302,0.3659135314134646,2020-08-28
15,0.008912329742316483,0.016164829674450654,0.0,0.002979000304157764,0.18249966021373218,0.3642084550225805,2020-08-31
16,0.0023105685606253923,0.01059811002429989,0.0022241408953844743,0.003641030667847711,0.10628447247005715,0.46357450665710165,2020-09-01
17,0.006491725534405912,0.004389176258927985,0.007117362047749598,0.008275106881230343,0.07073468061112805,0.46948223389559735,2020-09-02
18,0.012213236804172634,0.02868994174198536,0.014457013659050166,0.02846607864664419,0.22231277767434168,0.6650116993574344,2020-09-03
19,0.01925516059639365,0.01081229617456303,0.015791546651145905,0.013350423060033645,0.09168817326685572,0.36557673873980634,2020-09-04
20,0.014413807925171218,0.010812255627609235,0.0077845475471972625,0.019418716618148313,0.06975746248627943,0.5123463468637727,2020-09-07
21,0.026957185286154206,0.02676303140277858,0.023353628519060532,0.02780404828295424,0.19837164255858317,0.45555583003070343,2020-09-08
22,0.021675720270090237,0.032115614322058006,0.023353618367647266,0.02846607864664419,0.2029705560122356,0.5350985483594467,2020-09-09
23,0.0367497625392782,0.026548933586206358,0.029136454565327652,0.03221740226429115,0.08073351186789972,0.38502368836027584,2020-09-10
24,0.027617302777180996,0.05138492789558213,0.032250202247246285,0.05152568960019288,0.3792079566904676,0.7601221526848365,2020-09-11
25,0.05127353951746083,0.07300931137366695,0.055937359229774386,0.08219837707128186,0.343794097752785,0.8370283187671868,2020-09-14
26,0.08197180395837711,0.07879023247390604,0.07728931819647866,0.0825294604193505,0.25233832890194835,0.44936479524175343,2020-09-15
27,0.08153162507541034,0.08360753139346189,0.08018065244757588,0.09312140090860133,0.1311475097400026,0.5834679847066448,2020-09-16
