Date,Open,High,Low,Close,Volume,Returns
2021-07-26,594.1779639005881,594.5740407236643,582.4449283192265,584.6232299804688,6099903,-1.6080592853689142
2021-07-27,583.0885795836566,588.7818368321037,578.3854540305916,585.6134033203125,3983137,0.43300860710712125
2021-07-28,585.1183277936527,587.494607563556,577.246768859007,586.1084594726562,4573930,0.1692190505700078
2021-07-29,587.7421083390497,592.0987116615341,582.0984064236636,584.6232299804688,5834470,-0.5306542298619379
2021-07-30,583.0390104558281,587.1480810647466,579.2270276945645,581.3558349609375,3178206,-0.28869003011903155
2021-08-02,582.395435537094,589.5243953435594,576.5041402653331,586.4054565429688,4623898,0.6885392228695272
2021-08-03,598.0395671534341,598.0395671534341,588.2867937496494,593.4849853515625,5165607,-0.7615853619101814
2021-08-04,597.5444779392371,598.0395437867427,588.4352542585659,590.9105834960938,4509356,-1.1101925778013757
2021-08-05,591.6036819057838,608.4359205541492,591.6036819057838,594.9701538085938,11294364,0.5690417429393368
2021-08-06,597.792012141301,600.4158853118286,590.4155189111256,592.0987548828125,5270200,-0.9523809523809437
2021-08-09,594.079017006698,600.0198071767651,589.6234243791478,590.9105834960938,4646751,-0.5333353678385383
2021-08-10,592.4948218974558,602.9406990421568,587.2470756435305,597.8909912109375,7027782,0.9107538351475397
2021-08-11,595.9603212328933,600.5149030848005,592.5443546275401,595.3167114257812,4282513,-0.10799541247655357
2021-08-12,596.0592939163506,602.8912269400245,594.7226402709051,599.8712768554688,3952508,0.6395308282288275
2021-08-13,600.0197747956438,614.3271891029989,600.0197747956438,609.426025390625,8364684,1.5676567656765654
2021-08-16,610.0201143375573,614.7727948293458,604.4754010075944,607.9903564453125,3572426,-0.3327362236979637
2021-08-17,607.6932748229655,630.7633292184755,605.1684513074172,628.6345825195312,11822772,3.446032491089597
2021-08-18,629.4762158059132,632.892182189816,618.4362233964636,623.1889038085938,6923577,-0.9988164507962906
2021-08-20,616.3569871105127,625.7137438206868,611.9013944326053,613.93115234375,6170693,-0.393576258157637
2021-08-23,619.8224359749582,630.6643900326542,617.3471067578058,622.644287109375,7036375,0.4552676654852113
2021-08-24,629.7237472956623,629.7237472956623,617.9411561526854,627.2979125976562,4483718,-0.38522204513070174
2021-08-25,628.7336038985196,636.4566187574766,623.3373742666807,625.4166870117188,6407718,-0.5275552103838613
2021-08-26,625.9612752051968,632.1990928523317,619.8224465553009,622.7433471679688,4208351,-0.5140778135473578
2021-08-27,623.2879131456141,629.723769278174,619.129347865699,628.6841430664062,4371554,0.8657684204974283
2021-08-30,629.6742621947276,633.189217618001,624.3275268798592,626.2088012695312,4371855,-0.5503577219620643
2021-08-31,628.337505843315,636.2090643585476,622.6938039199769,634.6248779296875,7795908,1.0006361275432767
2021-09-01,637.4467807799466,640.961736252676,628.9811667729945,635.7140502929688,4725222,-0.2718235528396235
2021-09-02,638.6349397851117,650.5165200601834,634.426880104357,645.0213012695312,4538778,1.0000018925629826
2021-09-03,646.5559406653662,650.2194397051678,643.0904800339285,648.6351928710938,3774970,0.3215889105570418
2021-09-06,650.1699913646846,681.9036995986662,650.1699913646846,679.6759033203125,12338416,4.5381842206675795
2021-09-07,683.1908256352544,683.1908256352544,666.111054994373,667.5962524414062,6406109,-2.282608695652173
2021-09-08,668.7349104096705,668.7349104096705,653.48685951453,655.6651611328125,6716231,-1.95439913086808
2021-09-09,654.3780171535623,657.9919613362537,647.546084746859,655.8136596679688,5805730,0.21939039466076388
2021-09-13,655.8137286513589,665.2199801072851,651.3581358564464,664.130859375,5588789,1.2682154032890933
2021-09-14,664.3783644898564,669.0319955229261,663.3882327991114,666.80419921875,3661338,0.3651284958317839
2021-09-15,667.3487598965378,673.8341103875988,663.3882331315731,667.3982543945312,4145416,0.00741658649386533
2021-09-16,673.041990242417,674.032121894116,658.4375483798563,661.2593994140625,4657846,-1.750647210601323
2021-09-17,664.7744538143966,667.7448489423736,656.2097903555921,658.6851196289062,5407781,-0.9160000283630698
2021-09-20,651.2590938927992,663.8832724517247,646.9520453811255,655.9622192382812,4546430,0.7221588749524903
2021-09-21,653.9819909255457,662.398110415125,650.6155189565766,661.0119018554688,3683551,1.0749395285295251
2021-09-22,662.3981063253119,667.8438306672988,656.4573161340535,661.5565185546875,4791652,-0.127051657090804
2021-09-23,666.2596039185152,670.3191194644403,664.7744064603222,667.645751953125,3231293,0.20804923883384271
2021-09-24,673.7846234893235,692.2506039123887,668.338899126074,669.8240966796875,12126588,-0.5878030859662033
2021-09-27,671.3587245884196,671.6557519841948,644.5756766837499,647.4470825195312,8399082,-3.5616789047535673
2021-09-28,647.4471395939047,647.4471395939047,628.9811593072988,633.2882080078125,8112462,-2.1868861132003823
2021-09-29,623.7334697255505,640.1201370959631,621.1590910738119,634.4268798828125,8839566,1.7144198085068558
2021-09-30,632.4466047039328,640.3676580700878,626.3077762585946,627.8424682617188,6013959,-0.7279881665851352
2021-10-01,628.5355494848345,633.4367131621055,623.9809681393367,629.9712524414062,4208854,0.22842032686114155
2021-10-04,633.5853227503111,637.2487618313447,629.6742903021545,634.7239379882812,5247122,0.1797098507628897
2021-10-05,630.1693412423804,643.0905480190112,627.7930009564706,640.4666748046875,5456074,1.634058163160701
2021-10-06,643.981711571757,644.0312060724725,628.1396036406717,629.4762573242188,4836599,-2.2524636937491653
2021-10-07,632.6941314264076,642.149876703098,630.6148791112881,636.6051635742188,3724343,0.6181552749657653
2021-10-08,639.7735749124903,660.9623554690406,638.634899368388,654.6255493164062,11045983,2.321442301824899
2021-10-11,642.54598826341,659.7247493382393,628.7336387584469,646.3579711914062,10211466,0.5932622719034947
2021-10-12,645.5658534263495,655.8632470406426,636.2090969918072,652.5957641601562,9340216,1.0889533107266192
2021-10-13,658.4375480381906,668.0418371412555,649.5263631775233,665.9625244140625,9462941,1.1428534715695546
2021-10-14,690.1217611079245,732.5488782023273,688.1414978048888,701.2607421875,59188803,1.6140602582496357
2021-10-18,711.9046898734699,713.6869148408266,695.4685278826298,702.7459716796875,10599446,-1.2865090403337898
2021-10-19,710.0234170843303,722.746645674476,701.0132427977785,704.5281982421875,10932574,-0.7739489585721795
2021-10-20,706.5579471033426,715.6176762052628,688.8841206777054,695.02294921875,8054391,-1.6325621885483466
2021-10-21,701.9538393406809,702.0033338361889,674.9727521093182,689.4286499023438,7958456,-1.7843323501302626
2021-10-22,694.8248549341788,698.5378484589428,671.5567621789908,675.6658325195312,5379151,-2.7573887546758096
2021-10-25,676.0124322221376,677.4481353035393,654.2790288689617,661.1109619140625,8810958,-2.204318973704683
2021-10-26,664.4278642207565,672.1013848844653,658.4375795311396,661.5565185546875,6096983,-0.4321531080633648
2021-10-27,661.5565158047448,667.893322389374,656.9028847543678,664.4773559570312,6315589,0.4415102991969541
2021-10-28,664.3783743780574,664.972429228209,648.536267090354,650.4175415039062,5178771,-2.1013376432097544
2021-10-29,651.7541903100237,652.8928659360381,637.8923465358644,640.36767578125,6761317,-1.747056589441699
2021-11-01,644.674702523554,650.467009020051,641.110252704818,648.9818115234375,4401233,0.6681057877753762
2021-11-02,650.5165169743179,654.4770437138876,644.6747158603158,647.3480834960938,4039689,-0.48706426286625343
2021-11-03,652.89284576527,655.3186200045305,643.783622337107,646.0609130859375,3435591,-1.0464094871991738
2021-11-04,648.5362435565056,651.1601166539547,641.0112670410475,647.2490844726562,782905,-0.19847141877387037
2021-11-08,646.5064747489228,654.4770224669829,641.1102451548736,651.8531494140625,4752230,0.8270102271158505
2021-11-09,656.5562854733287,659.6752244034948,650.2194790520842,651.9522094726562,4142065,-0.7012461996846503
2021-11-10,649.4273950093298,652.4967790532874,645.120285928863,646.159912109375,4045695,-0.5031329021634229
2021-11-11,643.3381123284646,643.3381123284646,630.5158939246138,635.466552734375,6033898,-1.2235493970036517
2021-11-12,641.6053626975274,655.962272819617,639.427060799331,653.5364379882812,6063253,1.8595660174334456
2021-11-15,655.0215787170489,659.4276766309558,650.6650357317435,652.3977661132812,4717998,-0.40056888032708016
2021-11-16,651.9027179047353,662.1505565507391,648.1897241296844,654.922607421875,5663547,0.46324235721027507
2021-11-17,654.9225821047668,661.4079322279189,651.5066158772015,655.2691040039062,4427497,0.05291036049266087
2021-11-18,656.8533870466921,659.3782107685764,638.882472707509,645.0213012695312,3921249,-1.8013282736288554
2021-11-22,651.5066858160662,653.9325206689718,631.7040509888302,637.6943359375,5791217,-2.120062645445476
2021-11-23,636.3576150133688,642.5459377429355,619.8718990886675,636.4566040039062,4567462,0.015555559987348358
2021-11-24,637.9418260123338,641.2092484527349,626.8523391675664,630.2188110351562,3992776,-1.2106143009077757
2021-11-25,630.7138975428054,635.4665176512217,626.7533707136512,630.4168701171875,3330681,-0.04709384505004339
2021-11-26,625.7632605982594,628.1396009508846,613.5351577644537,615.3173828125,4138537,-1.6693018659760668
2021-11-29,610.4656761221088,626.6048104434577,597.9900411087573,624.3770141601562,5188030,2.2788075697256462
2021-11-30,624.3770258035694,639.1300123056836,624.2780368067134,630.96142578125,13425100,1.0545551334478613
2021-12-01,636.2585985764199,639.5755759911378,627.0008914661638,628.5355834960938,4726822,-1.2138170073623848
2021-12-02,630.6149076642124,641.7043344240769,622.7928430144234,640.4171752929688,5105228,1.554398335596566
2021-12-03,638.3874066397867,647.496630267396,633.5852921200924,634.4268798828125,6702505,-0.6203955021326047
2021-12-06,630.9613978536345,637.8428249501402,617.0005656756741,618.3372192382812,4704953,-2.0007846214201663
2021-12-07,621.8026981707405,628.2880486208255,616.8520397458143,626.1593017578125,4278545,0.7006408302647282
2021-12-08,632.6941251309136,646.5559682480227,631.951526392497,635.3674926757812,7680329,0.42253712160114165
2021-12-09,635.4169582173939,641.2092039399687,631.5554207804524,636.8526611328125,3432802,0.22594658465620926
2021-12-10,635.8130757702924,639.5260695310793,628.83259915374,631.9515380859375,4262606,-0.6073385137096426
2021-12-13,637.1497315077386,650.0709377524462,633.8823090737544,639.031005859375,6561840,0.29526408920939357
2021-12-14,639.6250926283234,645.4668939632368,632.941703502563,640.5162353515625,4304706,0.13932266471555443
2021-12-15,640.3181560136758,640.3181560136758,629.0801254234123,630.1198120117188,3561772,-1.5926994894924096
2021-12-16,637.6448060767258,643.4866071999445,633.0902244921718,637.9418334960938,6218620,0.046581955429936324
2021-12-17,653.4868881323288,670.1210877436746,643.6845606372079,664.1802978515625,52300009,1.6363617868134412
2021-12-20,660.9624214513759,670.814244209359,656.45733418569,659.3782348632812,13149101,-0.23967876791180157
2021-12-21,669.3290340126101,690.2207888596888,664.378375477014,683.9829711914062,13681048,2.1893473066521794
2021-12-22,689.0327004086405,689.0327004086405,674.4777517785136,678.8838500976562,6163877,-1.4729127231501968
2021-12-23,683.2898855830579,695.0724773929134,682.2997538488798,687.6959838867188,6472454,0.6448358737084359
2021-12-24,690.8643908434597,695.4685274027266,683.3394141274383,691.5574951171875,6591213,0.10032421455122996
2021-12-27,692.9436388794619,694.0823144957802,684.3295415251463,692.6961059570312,5094328,-0.03572194166194073
2021-12-28,696.062629449339,700.5182223832253,694.6269263062952,698.4884643554688,5079022,0.3485081375577931
2021-12-29,698.2903682890927,702.9934937756198,693.1416714593789,696.7556762695312,3949208,-0.21977848890020948
2021-12-30,698.1417937737137,712.7957903622392,697.0526731450602,707.052978515625,9043675,1.2764147371471657
2021-12-31,708.7362818152734,711.7066770118444,702.1023871230292,708.2907104492188,4274779,-0.0628684289893297
2022-01-03,710.914561737947,719.6277086253253,708.9342983347773,711.607666015625,4640405,0.09749473635532184
2022-01-04,715.6176694789365,715.9641913927146,704.5281826110966,714.3800048828125,5114400,-0.17295053614664932
2022-01-05,712.8947789834443,713.7363667021641,696.0625411463352,706.4589233398438,7355632,-0.9027777777777829
2022-01-06,698.8349559252149,705.2213176061108,693.042709536056,698.7854614257812,6441610,-0.00708243040992727
2022-01-07,701.0131770741831,714.3799537556823,700.6171002586334,704.4786376953125,6560163,0.49435028248587193
2022-01-10,702.0033518730005,702.0033518730005,683.1908502008044,686.6563110351562,13768910,-2.1861777150916915
2022-01-11,688.1415756187881,691.5575422893645,682.2007850379065,687.2999877929688,7743729,-0.12229864545861872
2022-01-12,693.0921902365288,694.8249207121202,676.4579897574207,684.5275268554688,11730341,-1.235717773437507
2022-01-13,656.655357216306,659.4277138968714,641.60534325101,643.3380737304688,30752967,-2.0280476416566375
2022-01-14,642.8430240001344,642.8430240001344,630.2188444760654,633.4862670898438,13257274,-1.4555274866432533
2022-01-17,633.1892714140279,645.2193966781449,626.8029093655811,640.2687377929688,10228938,1.1180648028244589
2022-01-18,642.4964438101301,643.5855644383518,624.9216072427752,627.0503540039062,7164990,-2.404073976600638
2022-01-19,624.7730977008569,625.4167074738442,612.8915173959277,615.0203247070312,8691383,-1.5610103939679005
2022-01-20,614.5252581222156,616.2579885812681,604.4753972865747,609.1290283203125,8413562,-0.8781135894059443
2022-01-21,604.9637092751348,605.9554530608317,595.8396543404755,600.0545654296875,9823347,-0.8114774109887316
